title,subject
Drummer Hoff,"Children's songs,Children's stories,Easy books,English Folk songs,Folk songs,Folklore,Juvenile fiction,Picture books,Soldiers,Texts,Children's poetry,Nursery rhymes,Children's fiction,Boys, fiction,Caldecott Medal,Caldecott medal book,Board books,Cumulative tales,On board pages,collectionID:caldecott60,Accessible book,Protected DAISY"
"Can't You Sleep, Little Bear?","Beds,Picture books,Bears,Juvenile fiction,Children's stories, English,Children's literature,Fiction,Fear of the dark,Bedtime,Fear,Big books,Love,Juvenile,Instruction and study,Child development,Music,Pictorial works,Little Bear (Fictitious character : Waddell),Pictorial worksJuvenile fiction,Big Bear (Fictitious character : Waddell),Accessible book,Protected DAISY"
What the Ladybird Heard,"Fiction,Animal sounds,Robbers and outlaws,Ladybugs,Stories in rhyme,Domestic animals,Juvenile fiction,Thieves,Children's fiction,Domestic animals, fiction,Sound, fiction,Animals, habits and behavior, fiction,Picture books,Animals, fiction,Ladybugs, fiction,Robbers and outlaws, fiction,Accessible book,Protected DAISY"
Madeline and the bad hat,"Juvenile fiction,Stories in rhyme,Picture books,Friendship,Madeline <Fictitious character>,Picture books for children,Animal welfare,Juvenile literature,Pictorial works,Madeline (Fictitious character),Fiction,Children's fiction,Madeline (fictitious character), fiction,France, fiction,Paris (france), fiction,Orphans, fiction,Neighbors,Conduct of life,Cruelty,Fathers and sons,Practical jokes,Ambassadors,Children,Accessible book,Protected DAISY"
Oxford Picture Dictionary,"English language, dictionaries,English language, dictionaries, juvenile,Picture dictionaries,English language, textbooks for foreign speakers,English language, dictionaries, creole dialects, french, haiti,English language, dictionaries, chinese,English language, dictionaries, urdu,Vocabulary,Vocabulary, juvenile literature,Picture books,Chinese language, dictionaries"
A Colour of his own,"Chameleons,Children's stories,Color,Fiction,Juvenile fiction,Stories in rhyme,Color, fiction,Children's fiction,Individuality,Friendship,Colors,Picture books,Children's literature,Accessible book"
Oxford Reading Tree,"Children's fiction,Clothing and dress, fiction,Sports, fiction,Shopping, fiction,Behavior, fiction,Friendship, fiction,Short stories,Parks, fiction,Mothers, fiction,Readers,English language, juvenile literature,Pets, fiction,Dogs, fiction,Picture books,Language and languages,Readers (Primary),Accessible book,Protected DAISY"
The Tiny Seed,"Juvenile literature,Seeds,Plants,Dispersal,Plant life cycles,Juvenile fiction,Fiction,Development,Plants -- Juvenile literature,Seeds -- Juvenile literature,Plant life cycles -- Juvenile literature,Seeds -- Dispersal -- Juvenile literature,Seeds -- Dispersal,Plants, juvenile literature,Plant propagation,Seeds, juvenile literature,Children's fiction,Flowers, fiction,Picture books,Accessible book,Protected DAISY"
We're Going on a Bear Hunt,"Picture books,Hunting,Bears,Juvenile fiction,Board books,Fiction,Children's fiction,Bears, fiction,Hunting, fiction,Pictorial works,Accessible book,Protected DAISY"
Caps for Sale,"Peddlers and peddling,Juvenile fiction,Monkeys,Blind,Books and reading,Peddlers,Hats,Children: Kindergarten,folk tales,picture books,Accessible book,Protected DAISY"
Brave Irene,"Blizzards,Juvenile fiction,Fiction,Picture books,Children's fiction,Girls, fiction,Storms, fiction,Blind,Courage,Books and reading,Snow, fiction,Spanish language materials,Accessible book,Protected DAISY"
Amos & Boris,"Children's fiction,Mice, fiction,Whales, fiction,Friendship, fiction,Whales,Fiction,Children's stories,Mice,Friendship,Juvenile fiction,Accelerated Reader - 3.8.,Picture books,Mice in fiction,Friendship in fiction,Spanish language materials,Whales in fiction,Ballenas,Amistad,Ficción juvenil,Ratones,Accessible book,Protected DAISY"
Jumanji,"Play,Juvenile fiction,Fiction,Games,Jungle animals,Brothers and sisters,Success,Adventure and adventurers,Board games,Diligence,Children's literature,Fantasy,Dangerous animals,Dice,Picture books,Jeu,Romans, nouvelles, etc. pour la jeunesse,Juvenile literature,Jeux,Caldecott Medal,Children's fiction,Adventure and adventurers, fiction,Fantasy fiction,collectionID:caldecott80,Accessible book,Protected DAISY"
"Good-night, Owl!","Juvenile fiction,Animals,Owls,Fiction,Children's stories,Sleep,Owls -- Juvenile fiction,Owls, fiction,Picture books,Children's fiction,Accessible book,Protected DAISY"
Charlie Cook's favorite book,"Books and reading,Stories in rhyme,Juvenile fiction,Fiction,Children's fiction,Toy and movable books,Books and reading, fiction,Ipuinak-,Libros infantiles,Cuentos-,Irakurketa-,Haur eta gazteentzako liburuak,Lectura-,Picture books,Pictorial works,Circular tales,Student activities,Creative activities and seat work,Accessible book,Protected DAISY"
Winnie and Wilbur,"Children's fiction,Witches, fiction,Picture books,Readers,Adventure and adventurers, fiction"
Keeping up with Cheetah,"Juvenile fiction,Fiction,Cheetah,Hippopotamus,Friendship,picture book,picture books,bilingual,bilingualism,Chinese,English,Children's fiction,Animals, fiction,Accessible book,Protected DAISY"
The Swirling Hijaab,"hijab,hijaab,children's fiction,juvenile fiction,bilingualism,picture book,picture books,Islam,Muslim faith,Persian language materials,Muslim girls,Costume,Bilingual,Fiction,Arabic language materials,Costume -- Fiction.,Arabic language materials -- Bilingual.,Islamic clothing and dress,Women's clothing,Imagination,Portuguese language materials,Mother and child,Muslims, fiction,Clothing and dress, fiction,Children's fiction,Juvenile fiction,Pushtu language materials,Malay language materials,Accessible book,Protected DAISY"
"Brown Bear, Brown Bear, What Do You See?","Fiction,Children's Books/Baby-Preschool,Animals,Color,Juvenile fiction,Stories in rhyme,Colors,Ficción juvenil,Vietnamese language materials,Spanish language materials,Japanese language,Colores,Bilingual,Animales,Rhyme,Storytelling,Bears,Children's fiction,Color, fiction,Animals, fiction,Bilingual books, spanish-english,Bears, fiction,Senses and sensation, fiction,Color -- Fiction,Animals -- Fiction,picture books,board books,Accessible book,Protected DAISY"
If I Ran the Zoo,"Seuss,picture books,kids,zoos,imaginary animals,juvenile fiction,Children's fiction,Picture books,Nonsense verses,Humorous stories,Juvenile poetry,Imagination,Fiction,Stories in rhyme,Zoos,Mythical Animals,Pictorial works,Children's poetry, American,Juvenile literature,Fantasy,JUVENILE FICTION / Humorous Stories,Fantasy fiction,Juvenile fiction,JUVENILE FICTION / Animals / Zoos,JUVENILE FICTION / Classics,Imaginary creatures,Accessible book,Protected DAISY"
Yertle the turtle,"Stories in rhyme,Juvenile literature,Children's stories,Children's poetry,Turtles,Children's stories, American,Turtles in fiction,Spanish language materials,Translations into Spanish,Jealousy,Poetry,Jealousy in fiction,Fiction,Pride and vanity in fiction,Pride and vanity,Short stories,Juvenile fiction,Picture books,Animals,Fantasy,Juvenile poetry,Tail,Boastfulness in literature,Birds,Accessible book,Protected DAISY"
Choo Choo,"Juvenile fiction,Railroads,Fiction,Trains,Railroad trains,Job satisfaction,Locomotives,Children's fiction,Railroads, fiction,Picture books,Locomotives, fiction,Adventure and adventurers, fiction,Accessible book,Protected DAISY"
Many Moons,"Princesses,Juvenile fiction,Fiction,Caldecott Medal,unicorns,illustration,Children's fiction,Fairy tales,Moon, fiction,Picture books,collectionID:caldecott40,Accessible book,Protected DAISY"
"Histoire de Babar, le petit éléphant","Readers,French language,Juvenile fiction,Elephants,Fiction,Folklore,Children's fiction,Picture books,Elephants, fiction,Babar (fictitious character), fiction,Pictorial works,Description and travel,Accessible book,Protected DAISY"
Mr Gumpy's outing,"Discipline,Animals,Boats and boating,Juvenile fiction,Domestic animals,Fiction,Children's fiction,Boats and boating, fiction,Picture books"
Alexander and the wind-up mouse,"Children's stories,Fiction,Juvenile fiction,Mice,Toys,Magic,Lizards,Mechanical toys,Friendship,Children's fiction,Picture books,Mice, fiction,Accessible book,Protected DAISY"
Pinta ratones,"Color,Spanish language materials,Fiction,Ficción juvenil,Ratones,Mice,Painting,Children's fiction,Mice, fiction,Color, fiction,Picture books,Board books,Adventure and adventurers, fiction,Accessible book,Protected DAISY"
The littlest angel,"Picture books,Toy and movable books,Angels,Christmas stories,Fiction,Specimens,Juvenile literature,Christmas,Juvenile fiction,Children's fiction,Angels, fiction,Christmas, fiction,Accessible book,Protected DAISY"
Ask Mr. Bear,"Animals,Picture books,Bears,Birthdays,Fiction,Chidren's literature,Cumulative books,Specimens,Juvenile fiction,Bears -- Juvenile fiction,Birthdays, fiction,Bears, fiction,Children's fiction,Accessible book,Protected DAISY"
Bread and jam for Frances,"Fiction,Food habits,Badgers,Frances (Fictitious character : Hoban),Easy reading materials,Spanish language materials,Juvenile fiction,Badgers -- Fiction,Food habits -- Fiction,Children: Babies Toddlers,Children's fiction,Badgers, fiction,Food habits, fiction,Picture books,Food, fiction,Palmyra Church of the Brethren,Jam,Bread,Tejones,Novela,Hábitos alimenticios,Materiales en español,Spanish language,Reading materials,Alimentos,Tejons,Materiales lectura en idioma espanol,Accessible book,Protected DAISY"
The Big Snow,"Animal behavior,Animals,Fiction,Juvenile fiction,Juvenile literature,Legends,Winter,Forest animals,Snow,Caldecott Medal,Accelerated Reader 3.9.,Children's fiction,Snow, fiction,Animals, fiction,Winter, fiction,Picture books,collectionID:caldecott40,Accessible book,Protected DAISY"
A tree is a plant,"Juvenile literature,Trees,Life cycles,Apples,Trees, juvenile literature,Apples, juvenile literature,Picture books,Accessible book,Protected DAISY"
"A story, a story","Children's stories,Folklore,Juvenile fiction,picture books,juvenile literature,African folktale,tricksters,Caldecott Medal,Children's fiction,Animals, fiction,Folklore, africa,Picture books for children,collectionID:caldecott70,Accessible book,Protected DAISY"
Lost in Little Bear’s Room,"Animals,Picture books,Little Bear (Fictitious character : Minarik),Bears,Weddings,Fiction,Toys,Juvenile Easy Readers,Little Bear (Fictional character : Minarik),Accelerated Reader,Children: Kindergarten,Accessible book,Protected DAISY"
Bing,"Handicraft,Juvenile fiction,Fiction,Rabbits,Pictorial works,Swings,Clothing and dress,Painting,Bedtime,Music,Picture books,Color,Accessible book,Protected DAISY"
Little Toot,"Tugboats,Juvenile fiction,Tugboats in fiction,Fiction,Courage,Ambition,Boats and boating,Fear,Picture books,Adventure stories,Ship's papers,Children's fiction,Tugboats, fiction,Accessible book,Protected DAISY"
"One Fish, Two Fish, Red Fish, Blue Fish","Peces,Animales caseros,Juvenile fiction,Fiction,Stories in rhyme,Ficción juvenil,Cuentos en rima,Pets,Fishes,Fishes -- Juvenile fiction,Spanish language materials,Pets -- Juvenile fiction,Children's fiction,Large type books,Fishes, fiction,Stories in rhyme.,Fantasy.,Minstrels,Music,History and criticism,Meistersinger,Animals,Imagination,Easy readers,Picture books,JUVENILE FICTION,Classics,Concepts,Counting & Numbers,Humorous Stories,Nonsense verses,Accessible book,Protected DAISY"
Feast for 10,"Cocina,Family life,Fiction,Ficción juvenil,Afronorteamericanos,Contar (Enumerar),Counting,African Americans,Cookery,Vida familiar,Juvenile fiction,Cooking,Children's fiction,Counting books,Cooking, fiction,Family life, fiction,African americans, fiction,Fasts and feasts, fiction,Picture books,Family, fiction,Accessible book,Protected DAISY"
Sharing a Shell,"Children's fiction,Sharing, fiction,Stories in rhyme,Picture books,Crabs,Sharing,Marine animals,Fiction,Juvenile fiction,Shells,Pictorial works,Friendship,Seashore ecology,Seashore animals,Beaches,Accessible book,Protected DAISY"
Time of Wonder,"Fiction,Islands,Juvenile fiction,Islands in fiction,Maine in fiction,Vacations,Summer,Seashore,Children's fiction,Maine, fiction,Children's stories,Picture books,Seasons,Natural history,Maine,Description and travel,Stories,collectionID:caldecott50,Accessible book,Protected DAISY"
Pete's a Pizza,"Children's fiction,Play,Indoor games,Juvenile fiction,Fiction,Parent and child,Pizza,Parent and child in fiction,Indoor games in fiction,Pizza in fiction,Play in fiction,Pictorial works,Parent and child, fiction,Play, fiction,Food, fiction,Picture books,Accessible book,Protected DAISY"
The Deer in the Wood,"Deer,Frontier and pioneer life,Family life,Fiction,Children's fiction,Deer, fiction,Frontier and pioneer life, fiction,Wisconsin, fiction,Family life, fiction,Juvenile fiction,Historical fiction,Picture books,Family,Accessible book,Protected DAISY"
There's a Wocket in my Pocket!,"1974,Dr. Seuss,There's a Wocket in my Pocket,Bright and Early Books,Begining Beginners,Book Club Edition,Juvenile,Children's,Stories,Books,Literature,Fiction,Rhymes,Rhyming,Vocabulary,Animals,Picture books,Make-believe,Imaginary creatures,Rhyme,Houses,Social acceptance,Nonsense verses,Home (Concept),Imagination,Dwellings,Stories in rhyme,Concepts,Juvenile fiction,Words,JUVENILE FICTION,Children's poetry, American,Children's fiction,Vocabulary, fiction,Humorous stories,Accessible book,Protected DAISY"
Stick Man,"Fiction,Stories in rhyme,Twigs,Christmas,Santa Claus,Children's fiction,Picture books,Toy and movable books,Santa claus, fiction,Christmas, fiction,Fathers,Children's stories, English,Families,Juvenile fiction,Readers (primary),Accessible book,Protected DAISY"
The Night Before Christmas,"Christmas poetry,Juvenile poetry,Children's poetry, American,Children's poetry,Christmas, poetry,Picture books,Stories in rhyme,Santa claus, poetry,American poetry,Children's fiction,Christmas, fiction,Santa claus, fiction,Pictorial works,Christmas,Accessible book,Protected DAISY"
